id,label
026-214.25_pic0.jpeg,_0
026-214.16_pic5.jpeg,_0
026-214.22_pic4.jpeg,_1
026-214.24_pic0.jpeg,_0
026-215.47_pic4.jpeg,_0
026-215.49_pic4.jpeg,_0
026-215.40_pic3.jpeg,_0
026-215.44_pic5.jpeg,_0
026-215.42_pic4.jpeg,_0
026-214.30_pic2.jpeg,_0
026-215.32_pic2.jpeg,_0
026-214.13_pic2.jpeg,_0
026-215.04_pic0.jpeg,_0
026-215.16_pic5.jpeg,_0
026-214.11_pic3.jpeg,_0
026-215.15_pic1.jpeg,_0
026-214.35_pic3.jpeg,_1
026-215.03_pic5.jpeg,_0
026-214.36_pic3.jpeg,_1
026-214.37_pic1.jpeg,_0
026-215.08_pic5.jpeg,_0
026-215.30_pic3.jpeg,_0
026-215.31_pic1.jpeg,_0
026-215.07_pic0.jpeg,_0
026-215.25_pic0.jpeg,_0
026-214.03_pic1.jpeg,_0
026-214.42_pic5.jpeg,_1
026-215.26_pic4.jpeg,_0
026-214.46_pic0.jpeg,_0
026-215.27_pic5.jpeg,_0
026-214.44_pic5.jpeg,_0
026-215.28_pic3.jpeg,_0
026-215.48_pic2.jpeg,_0
026-206.35_pic2.jpeg,_0
026-208.29_pic3.jpeg,_0
026-208.12_pic0.jpeg,_0
026-206.38_pic0.jpeg,_0
026-206.37_pic5.jpeg,_0
026-206.15_pic3.jpeg,_0
026-206.17_pic2.jpeg,_0
026-206.14_pic5.jpeg,_0
026-206.13_pic1.jpeg,_0
026-207.13_pic5.jpeg,_0
026-206.12_pic1.jpeg,_0
026-206.20_pic1.jpeg,_0
026-208.08_pic5.jpeg,_0
026-208.15_pic2.jpeg,_0
026-206.21_pic0.jpeg,_0
026-206.10_pic2.jpeg,_2
026-208.06_pic0.jpeg,_0
026-207.08_pic5.jpeg,_0
026-206.24_pic5.jpeg,_0
026-206.04_pic4.jpeg,_0
026-208.04_pic5.jpeg,_0
026-207.26_pic2.jpeg,_0
026-208.03_pic3.jpeg,_0
026-208.21_pic4.jpeg,_0
026-208.02_pic0.jpeg,_0
026-208.22_pic5.jpeg,_0
026-206.03_pic2.jpeg,_1
026-207.33_pic0.jpeg,_0
026-208.23_pic2.jpeg,_0
026-206.34_pic1.jpeg,_0
026-206.31_pic0.jpeg,_0
026-206.01_pic3.jpeg,_0
026-187.10_pic1.jpeg,_1
026-188.10_pic5.jpeg,_0
026-189.11_pic2.jpeg,_0
026-187.13_pic0.jpeg,_0
026-189.24_pic2.jpeg,_0
026-172.22_pic1.jpeg,_1
026-171.15_pic5.jpeg,_0
026-187.06_pic1.jpeg,_0
026-189.23_pic0.jpeg,_0
026-189.07_pic3.jpeg,_0
026-189.15_pic5.jpeg,_0
026-189.22_pic5.jpeg,_0
026-189.16_pic0.jpeg,_0
026-188.02_pic0.jpeg,_1
